product_id,m5_item_id,date,demand,week,category
P01,FOODS_3_586,2011-10-29,710,40,FOODS
P01,FOODS_3_586,2011-10-30,716,40,FOODS
P01,FOODS_3_586,2011-10-31,456,40,FOODS
P01,FOODS_3_586,2011-11-01,538,40,FOODS
P01,FOODS_3_586,2011-11-02,501,40,FOODS
P01,FOODS_3_586,2011-11-03,526,40,FOODS
P01,FOODS_3_586,2011-11-04,629,40,FOODS
P01,FOODS_3_586,2011-11-05,686,41,FOODS
P01,FOODS_3_586,2011-11-06,742,41,FOODS
P01,FOODS_3_586,2011-11-07,530,41,FOODS
P01,FOODS_3_586,2011-11-08,460,41,FOODS
P01,FOODS_3_586,2011-11-09,479,41,FOODS
P01,FOODS_3_586,2011-11-10,508,41,FOODS
P01,FOODS_3_586,2011-11-11,569,41,FOODS
P01,FOODS_3_586,2011-11-12,685,42,FOODS
P01,FOODS_3_586,2011-11-13,742,42,FOODS
P01,FOODS_3_586,2011-11-14,506,42,FOODS
P01,FOODS_3_586,2011-11-15,496,42,FOODS
P01,FOODS_3_586,2011-11-16,492,42,FOODS
P01,FOODS_3_586,2011-11-17,426,42,FOODS
P01,FOODS_3_586,2011-11-18,574,42,FOODS
P01,FOODS_3_586,2011-11-19,656,43,FOODS
P01,FOODS_3_586,2011-11-20,643,43,FOODS
P01,FOODS_3_586,2011-11-21,537,43,FOODS
P01,FOODS_3_586,2011-11-22,507,43,FOODS
P01,FOODS_3_586,2011-11-23,511,43,FOODS
P01,FOODS_3_586,2011-11-24,748,43,FOODS
P01,FOODS_3_586,2011-11-25,1147,43,FOODS
P01,FOODS_3_586,2011-11-26,536,44,FOODS
P01,FOODS_3_586,2011-11-27,532,44,FOODS
P01,FOODS_3_586,2011-11-28,449,44,FOODS
P01,FOODS_3_586,2011-11-29,386,44,FOODS
P01,FOODS_3_586,2011-11-30,412,44,FOODS
P01,FOODS_3_586,2011-12-01,530,44,FOODS
P01,FOODS_3_586,2011-12-02,631,44,FOODS
P01,FOODS_3_586,2011-12-03,731,45,FOODS
P01,FOODS_3_586,2011-12-04,712,45,FOODS
P01,FOODS_3_586,2011-12-05,519,45,FOODS
P01,FOODS_3_586,2011-12-06,458,45,FOODS
P01,FOODS_3_586,2011-12-07,450,45,FOODS
P01,FOODS_3_586,2011-12-08,522,45,FOODS
P01,FOODS_3_586,2011-12-09,594,45,FOODS
P01,FOODS_3_586,2011-12-10,684,46,FOODS
P01,FOODS_3_586,2011-12-11,769,46,FOODS
P01,FOODS_3_586,2011-12-12,552,46,FOODS
P01,FOODS_3_586,2011-12-13,516,46,FOODS
P01,FOODS_3_586,2011-12-14,573,46,FOODS
P01,FOODS_3_586,2011-12-15,582,46,FOODS
P01,FOODS_3_586,2011-12-16,604,46,FOODS
P01,FOODS_3_586,2011-12-17,794,47,FOODS
P01,FOODS_3_586,2011-12-18,730,47,FOODS
P01,FOODS_3_586,2011-12-19,596,47,FOODS
P01,FOODS_3_586,2011-12-20,612,47,FOODS
P01,FOODS_3_586,2011-12-21,608,47,FOODS
P01,FOODS_3_586,2011-12-22,743,47,FOODS
P01,FOODS_3_586,2011-12-23,984,47,FOODS
P01,FOODS_3_586,2011-12-24,721,48,FOODS
P01,FOODS_3_586,2011-12-25,6,48,FOODS
P01,FOODS_3_586,2011-12-26,608,48,FOODS
P01,FOODS_3_586,2011-12-27,490,48,FOODS
P01,FOODS_3_586,2011-12-28,460,48,FOODS
P01,FOODS_3_586,2011-12-29,441,48,FOODS
P01,FOODS_3_586,2011-12-30,576,48,FOODS
P01,FOODS_3_586,2011-12-31,584,49,FOODS
P01,FOODS_3_586,2012-01-01,396,49,FOODS
P01,FOODS_3_586,2012-01-02,472,49,FOODS
P01,FOODS_3_586,2012-01-03,425,49,FOODS
P01,FOODS_3_586,2012-01-04,436,49,FOODS
P01,FOODS_3_586,2012-01-05,450,49,FOODS
P01,FOODS_3_586,2012-01-06,469,49,FOODS
P01,FOODS_3_586,2012-01-07,619,50,FOODS
P01,FOODS_3_586,2012-01-08,574,50,FOODS
P01,FOODS_3_586,2012-01-09,371,50,FOODS
P01,FOODS_3_586,2012-01-10,352,50,FOODS
P01,FOODS_3_586,2012-01-11,468,50,FOODS
P01,FOODS_3_586,2012-01-12,374,50,FOODS
P01,FOODS_3_586,2012-01-13,443,50,FOODS
P01,FOODS_3_586,2012-01-14,588,51,FOODS
P01,FOODS_3_586,2012-01-15,574,51,FOODS
P01,FOODS_3_586,2012-01-16,458,51,FOODS
P01,FOODS_3_586,2012-01-17,368,51,FOODS
P01,FOODS_3_586,2012-01-18,361,51,FOODS
P01,FOODS_3_586,2012-01-19,375,51,FOODS
P01,FOODS_3_586,2012-01-20,437,51,FOODS
P01,FOODS_3_586,2012-01-21,579,52,FOODS
P01,FOODS_3_586,2012-01-22,547,52,FOODS
P01,FOODS_3_586,2012-01-23,399,52,FOODS
P01,FOODS_3_586,2012-01-24,343,52,FOODS
P01,FOODS_3_586,2012-01-25,330,52,FOODS
P01,FOODS_3_586,2012-01-26,376,52,FOODS
P01,FOODS_3_586,2012-01-27,462,52,FOODS
P01,FOODS_3_586,2012-01-28,538,53,FOODS
P01,FOODS_3_586,2012-01-29,520,53,FOODS
P01,FOODS_3_586,2012-01-30,341,53,FOODS
P01,FOODS_3_586,2012-01-31,374,53,FOODS
P01,FOODS_3_586,2012-02-01,544,53,FOODS
P01,FOODS_3_586,2012-02-02,499,53,FOODS
P01,FOODS_3_586,2012-02-03,535,53,FOODS
P01,FOODS_3_586,2012-02-04,692,54,FOODS
P01,FOODS_3_586,2012-02-05,687,54,FOODS
P01,FOODS_3_586,2012-02-06,533,54,FOODS
P01,FOODS_3_586,2012-02-07,438,54,FOODS
P01,FOODS_3_586,2012-02-08,502,54,FOODS
P01,FOODS_3_586,2012-02-09,523,54,FOODS
P01,FOODS_3_586,2012-02-10,538,54,FOODS
P01,FOODS_3_586,2012-02-11,700,55,FOODS
P01,FOODS_3_586,2012-02-12,638,55,FOODS
P01,FOODS_3_586,2012-02-13,546,55,FOODS
P01,FOODS_3_586,2012-02-14,557,55,FOODS
P01,FOODS_3_586,2012-02-15,342,55,FOODS
P01,FOODS_3_586,2012-02-16,113,55,FOODS
P01,FOODS_3_586,2012-02-17,34,55,FOODS
P01,FOODS_3_586,2012-02-18,634,56,FOODS
P01,FOODS_3_586,2012-02-19,674,56,FOODS
P01,FOODS_3_586,2012-02-20,483,56,FOODS
P01,FOODS_3_586,2012-02-21,408,56,FOODS
P01,FOODS_3_586,2012-02-22,438,56,FOODS
P01,FOODS_3_586,2012-02-23,430,56,FOODS
P01,FOODS_3_586,2012-02-24,464,56,FOODS
P01,FOODS_3_586,2012-02-25,588,57,FOODS
P01,FOODS_3_586,2012-02-26,599,57,FOODS
P01,FOODS_3_586,2012-02-27,430,57,FOODS
P01,FOODS_3_586,2012-02-28,382,57,FOODS
P01,FOODS_3_586,2012-02-29,401,57,FOODS
P01,FOODS_3_586,2012-03-01,498,57,FOODS
P01,FOODS_3_586,2012-03-02,556,57,FOODS
P01,FOODS_3_586,2012-03-03,625,58,FOODS
P01,FOODS_3_586,2012-03-04,607,58,FOODS
P01,FOODS_3_586,2012-03-05,502,58,FOODS
P01,FOODS_3_586,2012-03-06,484,58,FOODS
P01,FOODS_3_586,2012-03-07,430,58,FOODS
P01,FOODS_3_586,2012-03-08,468,58,FOODS
P01,FOODS_3_586,2012-03-09,484,58,FOODS
P01,FOODS_3_586,2012-03-10,595,59,FOODS
P01,FOODS_3_586,2012-03-11,546,59,FOODS
P01,FOODS_3_586,2012-03-12,503,59,FOODS
P01,FOODS_3_586,2012-03-13,472,59,FOODS
P01,FOODS_3_586,2012-03-14,485,59,FOODS
P01,FOODS_3_586,2012-03-15,500,59,FOODS
P01,FOODS_3_586,2012-03-16,545,59,FOODS
P01,FOODS_3_586,2012-03-17,653,60,FOODS
P01,FOODS_3_586,2012-03-18,615,60,FOODS
P01,FOODS_3_586,2012-03-19,473,60,FOODS
P01,FOODS_3_586,2012-03-20,383,60,FOODS
P01,FOODS_3_586,2012-03-21,388,60,FOODS
P01,FOODS_3_586,2012-03-22,420,60,FOODS
P01,FOODS_3_586,2012-03-23,482,60,FOODS
P01,FOODS_3_586,2012-03-24,637,61,FOODS
P01,FOODS_3_586,2012-03-25,611,61,FOODS
P01,FOODS_3_586,2012-03-26,395,61,FOODS
P01,FOODS_3_586,2012-03-27,355,61,FOODS
P01,FOODS_3_586,2012-03-28,390,61,FOODS
P01,FOODS_3_586,2012-03-29,372,61,FOODS
P01,FOODS_3_586,2012-03-30,517,61,FOODS
P01,FOODS_3_586,2012-03-31,675,62,FOODS
P01,FOODS_3_586,2012-04-01,652,62,FOODS
P01,FOODS_3_586,2012-04-02,480,62,FOODS
P01,FOODS_3_586,2012-04-03,498,62,FOODS
P01,FOODS_3_586,2012-04-04,538,62,FOODS
P01,FOODS_3_586,2012-04-05,498,62,FOODS
P01,FOODS_3_586,2012-04-06,616,62,FOODS
P01,FOODS_3_586,2012-04-07,779,63,FOODS
P01,FOODS_3_586,2012-04-08,716,63,FOODS
P01,FOODS_3_586,2012-04-09,434,63,FOODS
P01,FOODS_3_586,2012-04-10,397,63,FOODS
P01,FOODS_3_586,2012-04-11,452,63,FOODS
P01,FOODS_3_586,2012-04-12,463,63,FOODS
P01,FOODS_3_586,2012-04-13,537,63,FOODS
P01,FOODS_3_586,2012-04-14,643,64,FOODS
P01,FOODS_3_586,2012-04-15,639,64,FOODS
P01,FOODS_3_586,2012-04-16,373,64,FOODS
P01,FOODS_3_586,2012-04-17,442,64,FOODS
P01,FOODS_3_586,2012-04-18,444,64,FOODS
P01,FOODS_3_586,2012-04-19,447,64,FOODS
P01,FOODS_3_586,2012-04-20,456,64,FOODS
P01,FOODS_3_586,2012-04-21,639,65,FOODS
P01,FOODS_3_586,2012-04-22,565,65,FOODS
P01,FOODS_3_586,2012-04-23,414,65,FOODS
P01,FOODS_3_586,2012-04-24,417,65,FOODS
P01,FOODS_3_586,2012-04-25,410,65,FOODS
P01,FOODS_3_586,2012-04-26,432,65,FOODS
P01,FOODS_3_586,2012-04-27,419,65,FOODS
P01,FOODS_3_586,2012-04-28,537,66,FOODS
P01,FOODS_3_586,2012-04-29,611,66,FOODS
P01,FOODS_3_586,2012-04-30,431,66,FOODS
P01,FOODS_3_586,2012-05-01,464,66,FOODS
P01,FOODS_3_586,2012-05-02,472,66,FOODS
P01,FOODS_3_586,2012-05-03,535,66,FOODS
P01,FOODS_3_586,2012-05-04,528,66,FOODS
P01,FOODS_3_586,2012-05-05,620,67,FOODS
P01,FOODS_3_586,2012-05-06,638,67,FOODS
P01,FOODS_3_586,2012-05-07,530,67,FOODS
P01,FOODS_3_586,2012-05-08,447,67,FOODS
P01,FOODS_3_586,2012-05-09,475,67,FOODS
P01,FOODS_3_586,2012-05-10,496,67,FOODS
P01,FOODS_3_586,2012-05-11,510,67,FOODS
P01,FOODS_3_586,2012-05-12,730,68,FOODS
P01,FOODS_3_586,2012-05-13,676,68,FOODS
P01,FOODS_3_586,2012-05-14,520,68,FOODS
P01,FOODS_3_586,2012-05-15,459,68,FOODS
P01,FOODS_3_586,2012-05-16,457,68,FOODS
P01,FOODS_3_586,2012-05-17,453,68,FOODS
P01,FOODS_3_586,2012-05-18,518,68,FOODS
P01,FOODS_3_586,2012-05-19,696,69,FOODS
P01,FOODS_3_586,2012-05-20,651,69,FOODS
P01,FOODS_3_586,2012-05-21,464,69,FOODS
P01,FOODS_3_586,2012-05-22,440,69,FOODS
P01,FOODS_3_586,2012-05-23,397,69,FOODS
P01,FOODS_3_586,2012-05-24,485,69,FOODS
P01,FOODS_3_586,2012-05-25,545,69,FOODS
P01,FOODS_3_586,2012-05-26,581,70,FOODS
P01,FOODS_3_586,2012-05-27,551,70,FOODS
P01,FOODS_3_586,2012-05-28,525,70,FOODS
P01,FOODS_3_586,2012-05-29,401,70,FOODS
P01,FOODS_3_586,2012-05-30,436,70,FOODS
P01,FOODS_3_586,2012-05-31,386,70,FOODS
P01,FOODS_3_586,2012-06-01,587,70,FOODS
P01,FOODS_3_586,2012-06-02,665,71,FOODS
P01,FOODS_3_586,2012-06-03,719,71,FOODS
P01,FOODS_3_586,2012-06-04,453,71,FOODS
P01,FOODS_3_586,2012-06-05,429,71,FOODS
P01,FOODS_3_586,2012-06-06,507,71,FOODS
P01,FOODS_3_586,2012-06-07,501,71,FOODS
P01,FOODS_3_586,2012-06-08,526,71,FOODS
P01,FOODS_3_586,2012-06-09,690,72,FOODS
